Data Zone,Local Authority Code,Health domain 2012 rank,Health domain 2012 score1,"Standardised mortality ratio (ISD, 2007-2010) ","Comparative illness factor: standardised ratio (DWP, 2011)2","Hospital stays related to alcohol misuse: standardised ratio
(ISD, 2007-2010)","Hospital stays related to drug misuse: standardised ratio 
(ISD, 2007-2010)","Emergency stays in hospital: standardised ratio 
(ISD, 2007-2010)","Estimated proportion of population being prescribed drugs for anxiety, depression or psychosis 
(ISD, 2010)","Proportion of live singleton births of low birth weight
(ISD, 2006-2009)",,Notes
S01003996,270,"3,891",-0.25,56,35,27,86,110,0.11,0,,
S01003997,270,"1,587",0.62,62,130,186,294,124,0.11,0.05,,
S01003998,270,"3,410",-0.07,105,35,114,0,100,0.11,0.16,,
S01003999,270,"3,462",-0.09,70,70,92,59,92,0.11,0.06,,
S01004000,270,"1,769",0.54,86,100,166,0,135,0.11,0.04,,
S01004001,270,"1,948",0.47,131,75,164,31,118,0.11,0.11,,
S01004002,270,"1,603",0.62,116,140,125,97,121,0.11,0.06,,
S01004003,270,"4,590",-0.50,59,55,51,0,82,0.11,0.08,,
S01004004,270,"3,162",0.02,80,70,126,34,99,0.11,0,,
S01004005,270,"4,054",-0.30,62,50,70,111,87,0.11,0,,
S01004006,270,"4,218",-0.36,108,25,111,47,80,0.12,0.05,,
S01004007,270,"1,565",0.63,117,75,174,43,135,0.11,0.04,,
S01004008,270,"3,429",-0.07,102,80,74,0,93,0.12,0.05,,
S01004009,270,"4,715",-0.55,100,60,43,70,68,0.11,0.13,,
S01004010,270,"4,427",-0.44,53,70,77,0,83,0.11,0,,
S01004011,280,"4,605",-0.51,111,160,7,0,78,0.08,0.04,,
S01004012,280,"3,982",-0.28,86,50,30,175,90,0.1,0.05,,
S01004013,280,"5,434",-0.86,42,40,37,78,70,0.08,0.07,,
S01004014,280,"4,301",-0.40,95,50,59,0,87,0.08,0.06,,
S01004015,280,"4,318",-0.40,84,50,45,36,85,0.08,0.1,,
S01004016,280,"4,378",-0.42,68,40,59,148,80,0.11,0.06,,
S01004017,280,"4,240",-0.37,80,75,52,0,87,0.08,0.05,,
S01004018,280,"5,385",-0.84,46,60,25,0,72,0.11,0.03,,
S01004019,280,"5,726",-1.03,53,40,24,30,64,0.11,0.03,,
S01004020,280,"2,898",0.11,73,105,88,127,102,0.09,0.04,,
S01004021,280,"5,557",-0.93,33,35,34,0,72,0.12,0.04,,
S01004022,280,"4,682",-0.54,74,90,27,0,76,0.11,0.1,,
S01004023,280,"3,750",-0.21,59,65,59,80,90,0.12,0.05,,
S01004024,280,"1,804",0.53,286,120,81,0,111,0.14,0.08,,
S01004025,280,775,1.02,128,145,160,378,135,0.15,0.08,,
S01004026,280,"1,574",0.63,85,120,169,0,127,0.15,0.17,,
S01004027,280,"1,205",0.79,122,140,90,382,123,0.15,0.13,,
S01004028,280,409,1.32,150,145,248,286,151,0.15,0.11,,
S01004029,280,976,0.91,85,150,199,208,133,0.15,0.06,,
S01004030,280,970,0.92,87,150,113,323,139,0.15,0.08,,
S01004031,280,"1,593",0.62,170,105,146,49,114,0.15,0.04,,
S01004032,280,420,1.31,137,80,220,297,174,0.14,0.06,,
S01004033,280,383,1.34,190,205,278,218,138,0.15,0.09,,
S01004034,280,"3,184",0.01,86,75,41,0,109,0.15,0,,
S01004035,280,829,0.99,169,130,115,121,139,0.15,0.13,,
S01004036,280,379,1.34,120,130,224,276,166,0.15,0.06,,
S01004037,280,"1,891",0.50,162,65,153,33,115,0.15,0.03,,
S01004038,280,510,1.22,136,135,161,386,153,0.15,0.09,,
S01004039,280,"1,688",0.58,87,80,290,86,118,0.15,0,,
S01004040,280,"3,132",0.03,110,80,96,32,88,0.15,0.04,,
S01004041,280,443,1.29,134,125,265,573,150,0.15,0.08,,
S01004042,280,154,1.69,128,145,458,949,173,0.15,0.04,,
S01004043,280,"2,664",0.20,98,55,132,54,107,0.14,0,,
S01004044,280,496,1.24,112,225,183,573,137,0.15,0.15,,
S01004045,280,330,1.40,157,145,173,468,163,0.15,0.05,,
S01004046,280,238,1.54,144,180,296,620,159,0.14,0.12,,
S01004047,280,"1,794",0.53,91,105,116,172,117,0.14,0.1,,
S01004048,280,"1,168",0.81,149,180,205,99,110,0.15,0.06,,
S01004049,280,"2,218",0.37,112,145,51,102,103,0.15,0.09,,
S01004050,280,"1,032",0.88,95,90,248,241,135,0.15,0.07,,
S01004051,280,394,1.33,136,215,190,265,149,0.15,0.09,,
S01004052,280,135,1.74,123,145,401,1276,177,0.15,0.05,,
S01004053,280,807,1.01,120,195,177,492,128,0.14,0,,
S01004054,280,899,0.96,126,145,196,56,138,0.14,0.06,,
S01004055,280,"2,234",0.36,43,60,152,339,118,0.14,0.12,,
S01004056,280,"1,653",0.59,84,120,128,251,120,0.14,0.04,,
S01004057,280,480,1.26,134,255,173,248,139,0.15,0.07,,
S01004058,280,374,1.35,107,170,240,187,161,0.14,0.14,,
S01004059,280,"1,260",0.77,74,85,266,599,126,0.14,0.06,,
S01004060,280,312,1.43,153,110,232,966,163,0.14,0.1,,
S01004061,280,59,2.01,184,240,352,612,188,0.15,0.06,,
S01004062,280,"1,873",0.50,152,105,192,28,104,0.14,0.09,,
S01004063,280,243,1.54,165,130,416,412,162,0.14,0.12,,
S01004064,280,"2,899",0.11,84,110,90,89,93,0.14,0,,
S01004065,280,481,1.26,107,225,273,151,143,0.15,0.08,,
S01004066,280,948,0.93,154,90,143,131,141,0.14,0.15,,
S01004067,280,"1,992",0.45,125,105,141,109,103,0.14,0.1,,
S01004068,280,192,1.61,150,170,454,740,154,0.15,0.16,,
S01004069,280,372,1.35,120,95,343,559,160,0.15,0.08,,
S01004070,280,250,1.53,101,170,334,396,169,0.15,0.07,,
S01004071,280,307,1.43,161,180,253,618,151,0.14,0.07,,
S01004072,280,"1,950",0.47,94,185,106,233,101,0.14,0,,
S01004073,280,614,1.14,62,130,216,269,163,0.14,0.07,,
S01004074,280,180,1.63,159,225,310,1006,155,0.14,0.08,,
S01004075,280,17,2.29,193,165,733,679,209,0.14,0.17,,
S01004076,280,"1,115",0.83,136,110,141,308,132,0.14,0,,
S01004077,280,"2,784",0.15,78,80,130,137,94,0.14,0.08,,
S01004078,280,792,1.01,100,155,271,154,132,0.15,0.11,,
S01004079,280,772,1.03,78,100,372,183,147,0.14,0.05,,
S01004080,280,333,1.40,154,235,287,361,144,0.15,0,,
S01004081,280,"3,804",-0.23,132,55,42,0,87,0.13,0.08,,
S01004082,280,"6,153",-1.33,50,55,6,0,58,0.12,0.03,,
S01004083,280,111,1.78,142,205,356,362,182,0.14,0.07,,
S01004084,280,402,1.32,132,265,383,127,137,0.14,0.03,,
S01004085,280,505,1.23,147,170,235,487,137,0.15,0.08,,
S01004086,280,404,1.32,105,255,324,192,142,0.14,0.09,,
S01004087,280,531,1.20,109,115,369,243,154,0.14,0,,
S01004088,280,474,1.26,85,80,295,201,174,0.14,0.15,,
S01004089,280,786,1.02,105,140,69,600,153,0.14,0.03,,
S01004090,280,32,2.19,161,70,628,1071,229,0.14,0.18,,
S01004091,280,"2,357",0.32,90,135,67,72,106,0.14,0.06,,
S01004092,280,"2,288",0.34,109,130,89,26,106,0.14,0.05,,
S01004093,280,465,1.27,119,195,323,171,146,0.14,0.04,,
S01004094,280,220,1.58,148,180,425,824,158,0.14,0,,
S01004095,280,"4,389",-0.43,65,40,62,39,79,0.14,0.09,,
S01004096,280,"5,007",-0.66,66,40,70,0,74,0.12,0,,
S01004097,280,363,1.36,113,140,169,143,178,0.14,0.08,,
S01004098,280,"3,622",-0.15,69,70,138,139,81,0.13,0,,
S01004099,280,"5,291",-0.79,70,40,34,36,67,0.12,0.09,,
S01004100,280,"1,646",0.60,119,105,163,207,119,0.12,0,,
S01004101,280,"2,393",0.30,103,110,195,24,98,0.14,0,,
S01004102,280,"4,039",-0.30,79,55,45,28,85,0.14,0.06,,
S01004103,280,"4,669",-0.53,55,80,73,39,71,0.12,0,,
S01004104,280,"4,551",-0.49,61,50,55,34,76,0.14,0.06,,
S01004105,280,"2,870",0.12,105,80,58,32,104,0.13,0.06,,
S01004106,280,"2,777",0.16,106,95,97,72,95,0.14,0,,
S01004107,280,"3,899",-0.25,82,50,71,43,88,0.12,0,,
S01004108,280,"3,448",-0.08,104,100,40,157,83,0.14,0.04,,
S01004109,280,"5,655",-0.98,57,40,32,0,66,0.12,0,,
S01004110,280,"1,993",0.45,97,100,126,61,116,0.14,0.03,,
S01004111,280,"3,795",-0.22,95,65,120,28,79,0.12,0.04,,
S01004112,280,"2,814",0.15,141,155,67,0,89,0.14,0.05,,
S01004113,280,"3,188",0.01,101,60,62,117,99,0.12,0,,
S01004114,280,"1,823",0.52,101,125,167,210,107,0.13,0.05,,
S01004115,280,"2,645",0.21,121,145,140,0,91,0.14,0,,
S01004116,280,"3,483",-0.10,92,90,125,0,85,0.14,0,,
S01004117,280,"3,997",-0.28,76,70,149,0,78,0.12,0.07,,
S01004118,280,715,1.07,149,210,213,415,125,0.12,0.08,,
S01004119,280,"4,006",-0.29,74,75,92,75,78,0.12,0,,
S01004120,280,"3,883",-0.25,68,65,27,133,90,0.13,0.04,,
S01004121,290,"5,423",-0.86,44,45,15,0,78,0.11,0.03,,
S01004122,290,"6,111",-1.29,50,35,34,32,56,0.09,0,,
S01004123,290,"5,550",-0.93,51,50,58,69,60,0.11,0.04,,
S01004124,290,"5,393",-0.84,53,45,47,0,71,0.09,0.04,,
S01004125,290,"3,933",-0.26,82,65,33,160,91,0.09,0,,
S01004126,290,"3,400",-0.06,79,120,113,33,88,0.08,0.05,,
S01004127,290,"5,523",-0.91,47,40,37,0,73,0.08,0.03,,
S01004128,290,"6,354",-1.60,43,20,4,0,61,0.08,0.06,,
S01004129,290,"4,186",-0.35,68,60,67,33,87,0.08,0.04,,
S01004130,290,"5,206",-0.75,62,40,30,0,78,0.09,0.05,,
S01004131,290,"2,902",0.11,114,120,42,0,109,0.09,0.08,,
S01004132,290,"2,429",0.29,81,60,48,177,131,0.09,0.07,,
S01004133,290,"2,657",0.20,90,105,84,59,105,0.1,0.12,,
S01004134,290,"6,029",-1.23,38,20,9,42,69,0.09,0.1,,
S01004135,290,"1,103",0.84,126,100,221,116,141,0.09,0.05,,
S01004136,290,"3,425",-0.07,77,60,86,89,100,0.09,0,,
S01004137,290,"5,801",-1.07,46,25,48,49,63,0.11,0,,
S01004138,290,"1,263",0.76,118,110,155,353,126,0.12,0.11,,
S01004139,290,"4,213",-0.36,53,45,57,40,93,0.09,0.05,,
S01004140,290,"3,777",-0.22,88,55,57,98,92,0.09,0,,
S01004141,290,"4,037",-0.30,73,80,48,75,83,0.1,0.06,,
S01004142,290,"4,074",-0.31,92,40,74,77,83,0.09,0.18,,
S01004143,290,"4,131",-0.33,73,100,36,32,84,0.09,0.06,,
S01004144,290,"2,111",0.41,204,150,67,71,102,0.1,0.05,,
S01004145,290,"4,023",-0.29,84,45,52,105,89,0.09,0.06,,
S01004146,290,"3,176",0.02,64,60,84,152,101,0.12,0.04,,
S01004147,290,"1,751",0.55,86,110,163,219,116,0.12,0.1,,
S01004148,290,"6,243",-1.43,67,35,39,29,49,0.09,0,,
S01004149,290,"1,401",0.70,135,155,97,89,126,0.12,0.03,,
S01004150,290,"6,114",-1.29,63,20,38,0,59,0.09,0.05,,
S01004151,290,"3,546",-0.12,180,70,59,0,88,0.1,0.05,,
S01004152,290,"1,955",0.47,99,95,78,99,124,0.12,0.09,,
S01004153,290,"2,365",0.32,71,125,112,91,109,0.12,0.03,,
S01004154,290,"5,184",-0.75,74,65,13,43,72,0.09,0.11,,
S01004155,290,"1,944",0.47,94,155,88,265,108,0.12,0.08,,
S01004156,290,"2,201",0.38,137,125,112,0,108,0.12,0.11,,
S01004157,290,"5,835",-1.10,50,40,9,0,69,0.09,0.19,,
S01004158,290,"4,899",-0.62,111,50,49,0,74,0.09,0,,
S01004159,290,"2,623",0.21,91,90,73,48,110,0.1,0.15,,
S01004160,290,"3,744",-0.20,70,85,41,95,88,0.11,0.06,,
S01004161,290,"5,884",-1.13,51,30,39,38,61,0.09,0.04,,
S01004162,290,"4,984",-0.66,62,70,56,15,69,0.11,0.02,,
S01004163,290,"2,879",0.12,101,100,80,0,105,0.11,0.07,,
S01004164,290,"3,302",-0.03,85,95,78,29,93,0.11,0.05,,
S01004165,290,"4,847",-0.60,41,75,39,24,77,0.11,0.02,,
S01004166,290,"3,228",0.00,59,80,154,255,94,0.08,0,,
S01004167,290,"1,797",0.53,80,135,146,40,124,0.11,0.03,,
S01004168,290,"2,838",0.13,101,95,102,34,98,0.11,0.06,,
S01004169,290,"2,282",0.35,208,125,62,212,93,0.11,0.12,,
S01004170,290,"2,934",0.10,78,90,75,184,99,0.11,0.05,,
S01004171,290,"3,968",-0.28,94,65,80,0,84,0.11,0.07,,
S01004172,290,"2,807",0.15,128,100,73,170,93,0.11,0.03,,
S01004173,290,"2,349",0.32,93,85,187,356,99,0.1,0.1,,
S01004174,290,"4,466",-0.46,90,100,42,0,74,0.11,0.07,,
S01004175,290,"2,608",0.22,105,85,92,267,99,0.11,0.07,,
S01004176,290,"5,307",-0.80,45,55,57,0,68,0.11,0.13,,
S01004177,290,"3,674",-0.17,67,85,69,0,92,0.11,0.11,,
S01004178,290,"4,103",-0.32,73,65,38,46,91,0.08,0.05,,
S01004179,290,"4,683",-0.54,74,60,24,63,75,0.11,0.18,,
S01004180,290,"5,432",-0.86,41,55,55,24,65,0.11,0.05,,
S01004181,290,"3,182",0.01,79,85,83,76,95,0.11,0.06,,
S01004182,290,393,1.33,182,145,209,196,164,0.11,0.04,,
S01004183,290,"4,268",-0.38,52,85,24,0,92,0.11,0.08,,
S01004184,290,"2,704",0.19,103,105,143,30,96,0.11,0.06,,
S01004185,290,"1,947",0.47,129,105,85,86,118,0.11,0.08,,
S01004186,290,"1,247",0.77,135,140,192,127,124,0.1,0.09,,
S01004187,290,"2,351",0.32,100,110,89,120,108,0.11,0.07,,
S01004188,290,"1,809",0.52,106,110,66,125,129,0.11,0.04,,
S01004189,290,"6,469",-1.92,25,20,4,51,47,0.11,0.04,,
S01004190,290,"3,461",-0.09,71,120,85,57,85,0.11,0.04,,
S01004191,290,"1,311",0.74,118,110,207,33,134,0.11,0.05,,
S01004192,290,"2,598",0.22,59,150,129,130,95,0.11,0.11,,
S01004193,290,"2,261",0.35,101,85,116,227,114,0.08,0.09,,
S01004194,290,"2,491",0.26,77,100,135,206,103,0.11,0.03,,
S01004195,290,"3,250",-0.01,71,70,145,199,89,0.1,0.09,,
S01004196,290,"2,888",0.12,112,100,85,168,96,0.07,0.1,,
S01004197,290,"1,890",0.50,96,100,238,151,118,0.07,0.05,,
S01004198,290,"1,735",0.56,485,110,82,91,109,0.1,0.06,,
S01004199,290,"3,007",0.07,58,95,112,31,106,0.1,0.02,,
S01004200,290,"6,143",-1.32,39,20,42,0,60,0.11,0,,
S01004201,290,"4,211",-0.36,90,85,59,0,85,0.07,0.04,,
S01004202,290,"5,825",-1.09,52,55,46,0,61,0.07,0.06,,
S01004203,290,"3,394",-0.06,111,105,50,68,93,0.08,0,,
S01004204,290,"3,634",-0.15,73,70,48,49,95,0.11,0.04,,
S01004205,290,"2,612",0.22,96,130,75,0,108,0.11,0.11,,
S01004206,290,"4,643",-0.52,143,65,36,0,73,0.11,0,,
S01004207,290,"2,420",0.29,113,90,132,152,101,0.11,0.06,,
S01004208,290,"5,274",-0.78,75,80,30,0,71,0.07,0,,
S01004209,290,"5,923",-1.16,41,35,31,0,61,0.13,0.04,,
S01004210,290,"3,086",0.05,165,100,62,53,91,0.07,0.11,,
S01004211,290,"5,472",-0.89,97,45,36,72,59,0.13,0,,
S01004212,290,"4,818",-0.59,60,110,20,19,73,0.12,0.02,,
S01004213,290,"3,658",-0.17,86,80,95,0,92,0.07,0.13,,
S01004214,290,"6,113",-1.29,47,40,17,0,58,0.13,0,,
S01004215,290,"5,298",-0.79,121,45,34,0,65,0.13,0,,
S01004216,290,"3,095",0.04,82,75,135,30,92,0.13,0.09,,
S01004217,290,"3,192",0.01,215,105,71,99,76,0.14,0,,
S01004218,290,"2,291",0.34,115,135,52,101,103,0.14,0.12,,
S01004219,290,"1,777",0.53,130,90,99,287,110,0.13,0.29,,
S01004220,290,"3,845",-0.24,79,105,51,0,84,0.13,0.05,,
S01004221,290,"2,810",0.15,112,130,63,146,87,0.14,0.08,,
S01004222,290,"1,373",0.71,62,100,364,184,120,0.14,0.15,,
S01004223,290,432,1.30,136,130,428,427,146,0.14,0.05,,
S01004224,290,"1,867",0.50,123,100,139,73,110,0.14,0.12,,
S01004225,290,667,1.10,152,160,195,57,141,0.14,0.14,,
S01004226,290,"1,982",0.46,103,130,98,101,107,0.14,0.15,,
S01004227,290,"3,824",-0.23,85,80,67,34,80,0.13,0.07,,
S01004228,290,"4,467",-0.46,85,70,30,0,84,0.11,0,,
S01004229,290,"3,325",-0.03,87,90,60,39,96,0.1,0.06,,
S01004230,290,"3,101",0.04,97,95,56,105,94,0.1,0.15,,
S01004231,290,"2,946",0.09,84,120,62,67,102,0.1,0,,
S01004232,290,"5,159",-0.74,66,55,28,0,75,0.1,0.03,,
S01004233,300,"4,814",-0.59,58,40,18,0,91,0.1,0.1,,
S01004234,300,"4,937",-0.64,73,55,31,0,77,0.11,0.03,,
S01004235,300,"5,176",-0.74,70,55,43,0,74,0.08,0,,
S01004236,300,"2,528",0.25,116,95,159,0,101,0.13,0.06,,
S01004237,300,"4,390",-0.43,109,50,93,0,75,0.13,0,,
S01004238,300,"6,049",-1.24,58,30,21,0,61,0.11,0,,
S01004239,300,"4,540",-0.48,100,75,103,174,63,0.1,0.1,,
S01004240,300,"5,603",-0.95,80,40,20,0,69,0.1,0,,
S01004241,300,"5,953",-1.18,46,40,63,0,58,0.1,0,,
S01004242,300,"6,207",-1.38,67,60,3,0,56,0.1,0.14,,
S01004243,300,"5,795",-1.07,53,50,99,82,52,0.1,0.06,,
S01004244,300,"4,805",-0.58,65,50,103,0,74,0.1,0.04,,
S01004245,300,"3,972",-0.28,97,85,41,93,81,0.1,0.04,,
S01004246,300,"5,575",-0.94,67,40,18,0,73,0.09,0,,
S01004247,300,"2,791",0.15,129,75,129,28,98,0.1,0.08,,
S01004248,300,"3,621",-0.15,81,120,115,54,77,0.1,0.1,,
S01004249,300,"4,379",-0.42,91,70,72,104,70,0.1,0.13,,
S01004250,300,"3,434",-0.08,99,75,118,74,85,0.1,0.07,,
S01004251,300,"3,520",-0.11,133,110,119,72,74,0.1,0.06,,
S01004252,300,"5,707",-1.01,81,40,21,0,64,0.1,0.11,,
S01004253,300,"5,198",-0.75,91,40,56,0,69,0.1,0.05,,
S01004254,300,"6,131",-1.31,116,55,25,0,49,0.1,0,,
S01004255,300,"3,058",0.06,67,165,74,33,93,0.1,0.05,,
S01004256,300,"3,874",-0.24,92,95,51,61,82,0.1,0.01,,
S01004257,300,"5,970",-1.19,70,30,23,44,59,0.1,0,,
S01004258,300,"6,105",-1.29,47,55,35,0,54,0.1,0.03,,
S01004259,300,"3,964",-0.27,191,75,42,37,74,0.1,0.12,,
S01004260,300,"5,903",-1.14,76,30,17,0,65,0.1,0,,
S01004261,300,"4,058",-0.31,90,75,66,0,84,0.1,0.07,,
S01004262,300,"5,527",-0.91,81,50,37,0,65,0.1,0,,
S01004263,300,"3,487",-0.10,87,95,41,135,90,0.1,0.07,,
S01004264,300,"4,330",-0.41,100,75,17,41,83,0.1,0.07,,
S01004265,300,"3,768",-0.21,96,80,137,0,82,0.1,0.03,,
S01004266,300,"2,428",0.29,117,80,197,116,99,0.1,0.06,,
S01004267,300,"6,150",-1.33,83,35,11,0,58,0.1,0,,
S01004268,300,"5,479",-0.89,63,55,39,0,67,0.1,0,,
S01004269,300,"3,174",0.02,112,85,89,36,95,0.1,0,,
S01004270,300,"2,025",0.44,102,85,236,211,108,0.1,0.05,,
S01004271,300,"2,302",0.34,111,95,88,294,107,0.1,0.1,,
S01004272,300,"5,985",-1.20,70,25,19,0,63,0.1,0.05,,
S01004273,300,"6,350",-1.58,51,30,13,46,50,0.1,0,,
S01004274,300,"5,521",-0.91,61,65,25,0,65,0.1,0.13,,
S01004275,300,"3,727",-0.20,100,65,84,0,89,0.1,0.08,,
S01004276,300,"2,190",0.38,97,105,164,163,108,0.1,0.03,,
S01004277,300,"5,846",-1.10,49,35,47,0,63,0.1,0,,
S01004278,300,"3,652",-0.16,75,115,36,29,91,0.1,0.06,,
S01004279,300,"3,140",0.03,62,80,133,79,95,0.1,0.12,,
S01004280,300,"3,418",-0.07,84,100,129,61,84,0.1,0.04,,
S01004281,300,"4,475",-0.46,121,60,66,0,76,0.1,0,,
S01004282,300,"1,916",0.49,77,120,183,160,116,0.1,0.05,,
S01004283,300,"1,836",0.51,136,70,316,188,108,0.1,0.05,,
S01004284,300,"1,996",0.45,103,120,171,0,120,0.1,0.05,,
S01004285,300,"6,504",-2.57,0,15,6,0,27,0.1,0.02,,
S01004286,300,"6,044",-1.24,61,20,36,0,61,0.1,0.03,,
S01004287,300,"3,924",-0.26,77,70,45,0,93,0.1,0.1,,
S01004288,300,"4,865",-0.61,77,55,42,0,77,0.1,0.03,,
S01004289,300,"3,682",-0.18,55,75,41,161,95,0.1,0.06,,
S01004290,300,"4,699",-0.55,130,70,25,0,76,0.1,0,,
S01004291,300,"4,434",-0.44,71,60,99,0,78,0.1,0.07,,
S01004292,300,"4,593",-0.50,20,45,82,0,92,0.1,0.05,,
S01004293,300,"4,243",-0.37,105,85,20,0,85,0.1,0.12,,
S01004294,300,"4,522",-0.48,77,50,78,212,73,0.1,0,,
S01004295,300,"2,526",0.25,148,155,81,109,90,0.1,0.07,,
S01004296,300,"4,800",-0.58,76,60,44,0,78,0.1,0,,
S01004297,300,"3,445",-0.08,107,80,124,30,83,0.1,0.14,,
S01004298,300,"4,442",-0.44,102,85,23,49,78,0.1,0,,
S01004299,300,"3,092",0.05,93,70,196,0,97,0.1,0.04,,
S01004300,300,"1,466",0.67,116,90,197,126,128,0.1,0.1,,
S01004301,300,"4,863",-0.61,80,50,68,0,75,0.1,0,,
S01004302,300,"5,913",-1.15,61,40,53,0,58,0.1,0,,
S01004303,300,"1,077",0.85,109,75,200,850,136,0.1,0.13,,
S01004304,300,"1,929",0.48,104,90,181,256,112,0.1,0.08,,
S01004305,300,"3,624",-0.15,101,60,172,38,80,0.1,0.08,,
S01004306,300,"2,068",0.42,119,80,279,48,108,0.1,0.05,,
S01004307,300,"5,904",-1.14,43,25,22,0,69,0.1,0.02,,
S01004308,300,"3,367",-0.05,115,80,61,27,94,0.1,0.04,,
S01004309,300,"5,455",-0.87,112,60,25,63,60,0.1,0.02,,
S01004310,300,"3,423",-0.07,81,80,94,59,90,0.1,0.08,,
S01004311,300,"3,019",0.07,94,105,72,82,94,0.1,0.1,,
S01004312,300,"6,127",-1.31,81,45,9,89,54,0.1,0,,
S01004313,300,"3,918",-0.26,100,100,29,0,90,0.1,0.02,,
S01004314,300,"4,331",-0.41,81,90,45,0,79,0.1,0.11,,
S01004315,300,"3,961",-0.27,78,50,65,0,95,0.1,0.05,,
S01004316,300,"4,742",-0.56,36,5,65,0,111,0.1,0.02,,
S01004317,300,"3,877",-0.24,112,105,142,81,69,0.1,0.04,,
S01004318,300,"3,090",0.05,119,90,129,62,87,0.1,0.06,,
S01004319,300,"4,951",-0.64,73,60,47,0,75,0.1,0,,
S01004320,300,"3,464",-0.09,102,80,106,0,93,0.1,0,,
S01004321,300,"2,355",0.32,94,75,107,42,120,0.1,0.07,,
S01004322,300,"3,938",-0.27,102,115,40,0,83,0.1,0.06,,
S01004323,300,"3,613",-0.15,114,70,84,43,84,0.1,0.07,,
S01004324,300,"2,176",0.39,151,100,88,30,114,0.1,0.08,,
S01004325,300,"3,786",-0.22,91,85,78,38,82,0.1,0.04,,
S01004326,300,"4,556",-0.49,105,65,61,0,76,0.1,0,,
S01004327,300,"5,670",-0.99,78,50,28,0,62,0.1,0.08,,
S01004328,300,"3,937",-0.27,106,60,78,0,88,0.1,0,,
S01004329,300,"5,099",-0.71,97,40,6,119,77,0.1,0.1,,
S01004330,300,"4,060",-0.31,76,120,40,92,78,0.1,0.03,,
S01004331,300,"4,487",-0.46,78,55,65,0,79,0.1,0.13,,
S01004332,300,"5,371",-0.83,83,40,61,0,67,0.1,0,,
S01004333,300,"4,247",-0.37,85,50,51,0,89,0.1,0.05,,
S01004334,300,"6,323",-1.55,68,50,15,17,45,0.1,0.07,,
S01004335,300,"4,765",-0.57,108,45,31,0,79,0.1,0.04,,
S01004336,300,"4,275",-0.38,108,85,84,0,74,0.09,0.11,,
S01004337,300,"3,590",-0.14,105,65,101,37,87,0.09,0.07,,
S01004338,300,"5,122",-0.72,72,65,36,0,72,0.09,0.05,,
S01004339,300,"5,487",-0.89,80,50,38,0,66,0.09,0.03,,
S01004340,300,"3,294",-0.02,81,75,131,0,103,0.09,0,,
S01004341,300,"2,918",0.10,116,45,88,0,118,0.09,0.07,,
S01004342,300,"3,550",-0.12,84,30,74,0,116,0.09,0.05,,
S01004343,300,"3,545",-0.12,71,60,53,139,100,0.09,0.03,,
S01004344,300,"3,725",-0.19,86,75,120,31,84,0.09,0.04,,
S01004345,300,"4,965",-0.65,86,90,49,22,66,0.09,0.05,,
S01004346,300,"3,151",0.03,95,45,235,0,104,0.09,0,,
S01004347,300,"4,555",-0.49,110,50,31,31,78,0.09,0.11,,
S01004348,300,"3,944",-0.27,101,55,50,35,89,0.09,0.05,,
S01004349,310,"4,046",-0.30,72,65,79,37,88,0.08,0,,
S01004350,310,"4,270",-0.38,94,75,29,0,89,0.08,0.06,,
S01004351,310,"2,257",0.35,111,85,91,0,134,0.08,0,,
S01004352,310,"3,523",-0.11,89,40,173,0,102,0.08,0,,
S01004353,310,"3,856",-0.24,78,75,88,0,97,0.06,0,,
S01004354,310,"3,050",0.06,68,70,28,73,119,0.12,0,,
S01004355,310,"3,503",-0.10,95,55,85,0,97,0.13,0,,
S01004356,310,"1,394",0.71,120,135,137,26,127,0.13,0.13,,
S01004357,310,"5,735",-1.03,49,45,25,0,63,0.13,0.09,,
S01004358,310,"4,939",-0.64,56,45,52,0,77,0.13,0,,
S01004359,310,"2,486",0.26,80,80,76,55,115,0.13,0.08,,
S01004360,310,745,1.05,103,110,209,559,147,0.13,0.03,,
S01004361,310,"1,056",0.86,177,110,194,31,133,0.13,0.06,,
S01004362,310,511,1.22,110,150,164,475,159,0.13,0.03,,
S01004363,310,86,1.88,185,305,326,833,168,0.13,0.06,,
S01004364,310,79,1.92,139,205,438,1082,183,0.13,0.08,,
S01004365,310,332,1.40,147,120,202,735,163,0.14,0.12,,
S01004366,310,"1,557",0.64,127,90,194,41,127,0.11,0.06,,
S01004367,310,"1,770",0.54,103,95,106,0,134,0.14,0.04,,
S01004368,310,117,1.77,149,120,350,588,195,0.13,0.1,,
S01004369,310,"1,726",0.56,176,60,116,61,123,0.14,0.05,,
S01004370,310,"4,345",-0.41,67,65,25,41,85,0.13,0,,
S01004371,310,462,1.27,143,95,241,229,162,0.14,0.12,,
S01004372,310,"5,367",-0.83,57,65,24,0,74,0.07,0.04,,
S01004373,310,236,1.54,102,120,443,764,179,0.11,0.06,,
S01004374,310,681,1.09,189,120,190,107,146,0.13,0.05,,
S01004375,310,"1,502",0.66,100,85,82,34,143,0.14,0.09,,
S01004376,310,"1,116",0.83,108,135,130,80,138,0.14,0.05,,
S01004377,310,"1,344",0.73,103,105,198,602,121,0.13,0,,
S01004378,310,"1,199",0.79,108,160,146,221,124,0.13,0.07,,
S01004379,310,526,1.20,163,155,195,364,140,0.14,0.15,,
S01004380,310,553,1.18,115,135,233,905,144,0.13,0.09,,
